DIVISION_ID;ID;TYPE;ACRONYM;LABEL;MEMBER_OF_COALITION;COALITION_MEMBERS
BE;BE01;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;
BE;BE02;PARTY;VB;Vlaams Belang;;
BE;BE03;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;
BE;BE04;PARTY;CD&V;Christen-Democratisch en Vlaams;;
BE;BE05;PARTY;Groen;Groen;;
BE;BE06;PARTY;Vooruit;Vooruit;;
BE;BE07;PARTY;PVDA;Partij van de Arbeid van België;;
BE;BE08;PARTY;PS;Parti Socialiste;;
BE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales;;
BE;BE10;PARTY;MR;Mouvement Réformateur;;
BE;BE11;PARTY;Les Engagés;Les Engagés;;
BE;BE12;PARTY;DéFI;Démocrate Fédéraliste Indépendant;;
BE;BE13;PARTY;PTB;Parti du Travail de Belgique;;
BE;BE14;PARTY;CSP;Christlich Soziale Partei;;
BE;BE15;PARTY;SP;Sozialistische Partei;;
BE;BE16;PARTY;PFF-MR;Partei für Freiheit und Fortschritt;;
BE;BE17;PARTY;ProDG;Pro deutschsprachige Gemeinschaft;;
BE;BE18;PARTY;ECOLO (G.);Ecologistes Confédérés pour l'Organisation de Luttes Originales (G.);;
BE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;
BE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;
BE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;
FBE;BE01;PARTY;N-VA;Nieuw-Vlaamse Alliantie;;
FBE;BE02;PARTY;VB;Vlaams Belang;;
FBE;BE03;PARTY;Open VLD;Open Vlaamse Liberalen en Democraten;;
FBE;BE04;PARTY;CD&V;Christen-Democratisch en Vlaams;;
FBE;BE05;PARTY;Groen;Groen;;
FBE;BE06;PARTY;Vooruit;Vooruit;;
FBE;BE07;PARTY;PVDA;Partij van de Arbeid van België;;
FBE;BE90;PARTY;Other parties F.;Other parties from Dutch-speaking electoral college;;
GBE;BE14;PARTY;CSP;"Christlich Soziale Partei ";;
GBE;BE15;PARTY;SP;Sozialistische Partei;;
GBE;BE16;PARTY;PFF-MR;Partei für Freiheit und Fortschritt;;
GBE;BE17;PARTY;ProDG;"Pro deutschsprachige Gemeinschaft ";;
GBE;BE18;PARTY;ECOLO (G.);"Ecologistes Confédérés pour l'Organisation de Luttes Originales ";;
GBE;BE92;PARTY;Other parties G.;Other parties from German-speaking electoral college;;
WBE;BE08;PARTY;PS;Parti Socialiste;;
WBE;BE09;PARTY;ECOLO;Ecologistes Confédérés pour l'Organisation de Luttes Originales;;
WBE;BE10;PARTY;MR;Mouvement Réformateur;;
WBE;BE11;PARTY;Les Engagés;Les Engagés;;
WBE;BE12;PARTY;DéFI;Démocrate Fédéraliste Indépendant;;
WBE;BE13;PARTY;PTB;Parti du Travail de Belgique;;
WBE;BE91;PARTY;Other parties W.;Other parties from French-speaking electoral college;;
BG;BG01;COALITION;"GERB - SDS/ГЕРБ - СДС ";Coalition Grazhdani za evropeysko razvitie na Balgariya - Sayuz na demokratichnite sili/Граждани за европейско развитие на България - Съюз на демократичните сили;;BG11|BG12
BG;BG11;PARTY;GERB/ГЕРБ;Grazhdani za evropeysko razvitie na Balgariya;BG01;
BG;BG12;PARTY;SDS/СДС;Sayuz na demokratichnite sili/Съюз на демократичните сили;BG01;
BG;BG02;PARTY;BSP/БСП;Bulgarska sotsialisticheska partiy/Българска социалистическа партия;;
BG;BG03;PARTY;DPS/ДПС;Dvizhenie za prava i svobodi/Движение за права и свободи;;
BG;BG04;COALITION;PP - DB/ПП - ДБ;Coalition Prodalzhavame promyanata – Demokratichna Balgariya/Продължаваме промяната – Демократична България;;BG14|BG13
BG;BG14;PARTY;DSB/ДСБ;Demokratichna Balgariya/Демократична България;BG04;
BG;BG13;PARTY;PP/ПП;Prodalzhavame promyanata/Продължаваме промяната;BG04;
BG;BG05;PARTY;Vazrazhdane/Възраждане;Vazrazhdane/Възраждане;;
BG;BG06;PARTY;ITN/ИТН;Ima takav narod/Има такъв народ;;
BG;BG90;PARTY;Other parties;Other parties;;
CZ;CZ01;PARTY;ANO 2011;ANO 2011;;
CZ;CZ02;PARTY;Piráti;Česká pirátská strana;;
CZ;CZ03;COALITION;STAN - SLK;Coalition Starostové a osobnosti pro Evropu (Starostové a nezávislí, Starostové pro Liberecký kraj);;CZ21
CZ;CZ21;PARTY;STAN;Starostové a nezávislí;CZ03;
CZ;CZ04;COALITION;Stačilo!;Coalition Stačilo! (Komunistická strana Čech a Moravy, Česká strana národně sociální, Spojení demokraté – Sdružení nezávislých);;CZ20|CZ19
CZ;CZ20;PARTY;Ind.;Independent;CZ04;
CZ;CZ19;PARTY;KSČM;Komunistická strana Čech a Moravy;CZ04;
CZ;CZ05;PARTY;"SOCDEM ";"Sociální Demokracie ";;
CZ;CZ06;PARTY;Svobodní;Strana Svobodných Občanů;;
CZ;CZ07;COALITION;SPOLU;Coalition SPOLU (Občanská demokratická strana, Křesťanská a demokratická unie – Československá strana lidová, Tradice Odpovědnost Prosperita 09);;CZ14|CZ16|CZ15
CZ;CZ14;PARTY;Coalition SPOLU;Coalition SPOLU;CZ07;
CZ;CZ16;PARTY;KDU-ČSL;Křesťanská a demokratická unie – Československá strana lidová;CZ07;
CZ;CZ15;PARTY;ODS;Občanská demokratická strana;CZ07;
CZ;CZ08;PARTY;Zelení;Strana zelených;;
CZ;CZ09;COALITION;Přísaha a Motoristé;Coalition Přísaha a Motoristé (Přísaha – občanské hnutí Roberta Šlachty, AUTO - Motoristé sobě);;CZ17|CZ18
